"Plant_id","Plant_sp","sync_index_het","sync_index_con"
"40","ROFF",0.290110116291036,0.882384823848238
"400","CLIB",0.28413591828226,0.879674796747967
"401","CLIB",0.285470085470085,0.8
"402","CLIB",0.301139601139601,0.917777777777778
"403","CLIB",0.302075702075702,0.927619047619048
"404","CLIB",0.299992936356573,0.908539944903581
"405","CLIB",0.294586894586895,0.908148148148148
"406","CLIB",0.296840487851724,0.923595505617978
"407","CLIB",0.315687896333058,0.875268817204301
"408","CLIB",0.281548516842634,0.796078431372549
"409","CLIB",0.299145299145299,0.895890410958904
"41","ROFF",0.324890469313203,0.909012464046021
"410","CLIB",0.307226107226107,0.905454545454545
"411","CLIB",0.28983918128655,0.912037037037037
"412","CLIB",0.278046032512474,0.91131498470948
"413","CLIB",0.307753078348044,0.896894409937888
"414","CLIB",0.278032036613272,0.894202898550725
"415","CLIB",0.2450213371266,0.756756756756757
"416","CLIB",0.288263762855414,0.91264367816092
"417","CLIB",0.309808612440191,0.903030303030303
"418","CLIB",0.364035087719298,0.733333333333333
"419","CLIB",0.399415204678363,0.896296296296296
"42","ROFF",0.391323766204765,0.950696378830084
"420","CLIB",0.305352798053528,0.886131386861314
"421","CLIB",0.313110620863536,0.915369261477046
"422","CLIB",0.317817270448849,0.91982683982684
"423","CLIB",0.327504616805171,0.921052631578947
"424","CLIB",0.433723196881092,0.822222222222222
"425","CLIB",0.330155097889652,0.914975845410628
"426","CLIB",0.432773109243697,1
"427","CLIB",0.366165070679435,0.950387596899225
"428","CLIB",0.343042986425339,0.926923076923077
"429","CLIB",0.369162210338681,0.951515151515152
"43","ROFF",0.324191279887482,0.909259259259259
"430","CLIB",0.341077010514351,0.914009661835749
"431","CLIB",0.34624581539933,0.91869918699187
"432","CLIB",0.412413214312963,0.856031128404669
"433","CLIB",0.397640412097042,0.975141242937853
"434","CLIB",0.357843137254902,0.938095238095238
"435","CLIB",0.415519399249061,0.887943262411348
"436","AVEL",0.456268958543984,1
"437","AVEL",0.430193236714976,0.888888888888889
"438","AVEL",0.325124378109453,1
"439","AVEL",0.327380952380952,0.873809523809524
"44","ROFF",0.294885223782555,0.886535764375877
"440","AVEL",0.323809523809524,1
"441","AVEL",0.328571428571429,1
"442","AVEL",0.326282051282051,0.91025641025641
"443","AVEL",0.329320987654321,0.891975308641975
"444","AVEL",0.324242424242424,1
"445","AVEL",0.325,1
"446","AVEL",0.327150537634409,0.884408602150538
"447","AVEL",0.328048780487805,0.91869918699187
"448","AVEL",0.329398148148148,0.8125
"449","AVEL",0.329347826086957,0.873188405797102
"45","ROFF",0.391529926551024,0.964938271604938
"450","AVEL",0.350711713256731,0.728571428571429
"451","AVEL",0.430252100840336,0.96
"452","AVEL",0.444957983193277,0.98
"453","AVEL",0.44022770398482,0.974193548387097
"454","AVEL",0.457091927680163,1
"455","AVEL",0.406943105110897,0.914754098360656
"456","AVEL",0.438655462184874,0.973333333333333
"457","AVEL",0.454365079365079,0.990277777777778
"458","AVEL",0.436465495289025,0.96969696969697
"459","AVEL",0.412789506046321,0.931707317073171
"46","ROFF",0.310676977343644,0.941446208112875
"460","AVEL",0.453941120607787,0.964387464387464
"461","AVEL",0.448717948717949,0.96011396011396
"462","AVEL",0.452314814814815,0.952777777777778
"463","AVEL",0.446502057613169,0.932098765432099
"464","AVEL",0.438333333333333,0.917777777777778
"465","AVEL",0.453935185185185,0.955555555555555
"466","AVEL",0.436728395061728,0.907407407407407
"467","AVEL",0.44585346215781,0.949275362318841
"468","AVEL",0.457854406130268,1
"469","CLIB",0.379347826086957,0.975
"47","ROFF",0.284361284361284,0.936936936936937
"470","CLIB",0.380434782608696,1
"471","HHAL",0.174427161123456,0.681460541813899
"472","HHAL",0.15104522900526,0.696609033641603
"473","HHAL",0.107900219005395,0.794818652849741
"474","HHAL",0.108247422680412,0.888888888888889
"475","HHAL",0.105154639175258,0.915555555555556
"476","HHAL",0.122199592668024,0.803122878479294
"477","HHAL",0.20776425000598,0.520649651972158
"478","HHAL",0.103092783505155,0.933333333333333
"479","HHAL",0.132761729781226,0.75973597359736
"48","ROFF",0.321367521367521,0.940992907801418
"480","HHAL",0.125773195876289,0.68
"481","HHAL",0.111929307805596,0.876190476190476
"482","HHAL",0.108898008207387,0.85631067961165
"483","HHAL",0.111527647610122,0.866666666666667
"484","HHAL",0.111492936235204,0.844444444444444
"485","HHAL",0.123711340206186,0.733333333333333
"486","HHAL",0.119744801227843,0.892603850050659
"487","HHAL",0.112549716510113,0.907692307692308
"488","HHAL",0.180258638108709,0.747074829931973
"489","HHAL",0.141029566874213,0.818098510882016
"49","ROFF",0.274725274725275,0.942857142857143
"490","HHAL",0.099009900990099,1
"491","HHAL",0.102310231023102,0.949206349206349
"492","HHAL",0.143564356435644,0.7
"493","HHAL",0.134833201630022,0.826186750130412
"494","HHAL",0.12237458055429,0.847698744769875
"495","HHAL",0.128627024552166,0.832369942196532
"496","HHAL",0.166956805570667,0.762271062271062
"497","HHAL",0.123913305964743,0.853658536585366
"498","HHAL",0.12357556510368,0.855345911949686
"499","HHAL",0.128130460104834,0.832679738562092
"5","UPAR",0.144345929999519,0.910834629341628
"50","ROFF",0.287629868468192,0.94544244843646
"500","HHAL",0.144174691441747,0.800913242009132
"501","HHAL",0.0474683544303797,0.883333333333333
"502","HHAL",0.0558569419328913,0.793650793650794
"503","HHAL",0.0550040979874328,0.845083932853717
"504","HHAL",0.0473743576889335,0.813201320132013
"505","HHAL",0.0768443933000895,0.740740740740741
"506","HHAL",0.0603146567232525,0.829974160206718
"507","HHAL",0.0489401320367897,0.865180782565627
"508","0",0,0
"509","HHAL",0.0353913717385688,0.827210884353741
"51","ROFF",0.270086536462082,0.941734248284467
"510","HHAL",0.0379746835443038,0.911111111111111
"511","HHAL",0.0962559700744798,0.73702726473175
"512","HHAL",0.0528667163067759,0.819607843137255
"513","HHAL",0.114686594479183,0.74136546184739
"514","HHAL",0.0546835443037975,0.864
"515","HHAL",0.082295358649789,0.801777777777778
"516","HHAL",0.0854700854700855,0.9
"517","HHAL",0.127980206927575,0.891228070175439
"518","HHAL",0.0854700854700855,0.87168458781362
"519","HHAL",0.116384797235861,0.876595744680851
"52","ROFF",0.2800349103166,0.947652582159624
"520","HHAL",0.150106837606838,0.85625
"521","HHAL",0.0881859573448358,0.907165109034268
"522","HHAL",0.0846333154025462,0.884848484848485
"523","HHAL",0.0866682642383577,0.883489096573209
"524","HHAL",0.200517318938372,0.751754385964912
"525","HHAL",0.119586894586895,0.878333333333333
"526","HHAL",0.087008547008547,0.892
"527","HHAL",0.106531481889648,0.907354345749761
"528","HHAL",0.120534735919351,0.895726495726496
"529","HHAL",0.101630395748043,0.905602240896359
"53","ROFF",0.287320343271513,0.945337402509325
"530","HHAL",0.088949398683912,0.907374631268437
"531","HHAL",0.087719298245614,0.8
"532","0",0,0
"533","HHAL",0.0680025752454531,0.713761467889908
"534","HHAL",0.132553606237817,0.657142857142857
"535","HHAL",0.0930587337909992,0.753623188405797
"536","HHAL",0.0961887477313975,0.705747126436782
"537","HHAL",0.0859481238982624,0.709856459330144
"538","HHAL",0.0711057947900053,0.704545454545454
"539","HHAL",0.0876551133932392,0.716991869918699
"54","ROFF",0.294715634911209,0.93089723794819
"540","HHAL",0.0896749696928109,0.721860060843112
"541","HHAL",0.0912280701754386,0.746666666666667
"542","HHAL",0.0256537570340947,0.635220125786163
"543","HHAL",0.1417004048583,0.61025641025641
"544","HHAL",0.043859649122807,0.733333333333333
"545","HHAL",0.0217562375595982,0.567634124890062
"546","HHAL",0.1785174330705,0.795966785290629
"547","HHAL",0.142156862745098,0.866666666666667
"548","HHAL",0.117359312697825,0.83508036338225
"549","HHAL",0.177329896101867,0.813014608233732
"55","ROFF",0.312846610556534,0.935623409669211
"550","HHAL",0.306490123724767,0.575153751537515
"551","HHAL",0.169117647058824,0.845833333333333
"552","HHAL",0.200206398348813,0.785964912280702
"553","HHAL",0.219887955182073,0.771428571428571
"554","HHAL",0.156078431372549,0.868444444444444
"555","HHAL",0.0994043186895011,0.79746835443038
"556","HHAL",0.140035650623886,0.876848484848485
"557","HHAL",0.0954816709292413,0.797101449275362
"558","HHAL",0.13597191963205,0.891522633744856
"559","HHAL",0.261583475260928,0.671566443949517
"56","ROFF",0.311475572193996,0.931711085361143
"560","HHAL",0.135112323074925,0.879028697571744
"561","CLIB",0.420842411038489,0.990123456790123
"562","CLIB",0.426470588235294,1
"563","CLIB",0.406162464985994,0.980952380952381
"564","CLIB",0.316864948226482,0.893632958801498
"565","CLIB",0.365108094519859,0.948034188034188
"566","TMAS",0.262321836579262,0.651348651348651
"567","TMAS",0.131992180109731,0.969889982628836
"568","TMAS",0.145996178565225,0.858054226475279
"569","TMAS",0.153915391539154,0.854366763457673
"57","ROFF",0.334209949594565,0.916239316239316
"570","TMAS",0.134400674109964,0.884332688588008
"571","TMAS",0.168357660508319,0.822867853795689
"572","TMAS",0.113012826436297,0.881422924901186
"572_1","TMAS",0.116035116259501,0.882049961370075
"573","TMAS",0.14004103113014,0.87005187005187
"574","TMAS",0.153695320632308,0.83596354745499
"575","TMAS",0.156257494261537,0.816294432211387
"576","TMAS",0.16283314098607,0.911522048364154
"577","TMAS",0.156089193825043,0.934659090909091
"578","TMAS",0.145852051512429,0.963492063492064
"579","TMAS",0.163134315499268,0.921461187214612
"58","ROFF",0.30157444894287,0.925614035087719
"580","TMAS",0.170245163924664,0.88692515779982
"581","TMAS",0.142611118146131,0.976375838926175
"582","TMAS",0.148305572833875,0.952380952380952
"583","TMAS",0.128760836308006,1
"584","TMAS",0.155028970435299,0.937007874015748
"585","TMAS",0.161385568198185,0.912977099236641
"586","TMAS",0.14723297123409,0.710373443983403
"587","TMAS",0.158184622163472,0.596078431372549
"588","TMAS",0.152912307890998,0.427586206896552
"589","TMAS",0.157303370786517,0.8
"59","ROFF",0.360773729194782,0.985964912280702
"590","TMAS",0.157303370786517,0.8
"591","TMAS",0.111851092896175,0.990476190476191
"592","TMAS",0.111204337162773,0.988976377952756
"593","TMAS",0.120531305550069,0.836144578313253
"594","TMAS",0.112760301284891,0.986786786786787
"595","TMAS",0.111807811437637,0.992626728110599
"596","TMAS",0.111459337833494,1
"597","TMAS",0.112373145979703,1
"598","TMAS",0.112067777930844,0.960504201680672
"599","TMAS",0.119825969905293,0.881524926686217
"6","UPAR",0.114852875435724,0.927711270728031
"60","ROFF",0.283204449871117,0.953968253968254
"600","TMAS",0.112101141686183,0.994642857142857
"601","TMAS",0.0899705336680127,1
"602","TMAS",0.0868776629425717,1
"603","TMAS",0.0867397806580259,1
"604","TMAS",0.0882352941176471,1
"605","TMAS",0.0907076324060123,0.998336414048059
"606","TMAS",0.0909803921568628,1
"607","TMAS",0.0885975079687047,1
"608","TMAS",0.0880206097037355,1
"609","TMAS",0.0864168108673802,1
"61","UPAR",0.299846331156358,0.872019464720195
"610","TMAS",0.0873086394678717,1
"611","TMAS",0.127175589336858,0.97940074906367
"612","TMAS",0.133328515681457,0.991809991809992
"613","TMAS",0.131796308266897,0.99023199023199
"614","TMAS",0.124740380892034,0.994973070017953
"615","TMAS",0.124796643548249,0.972343522561863
"616","TMAS",0.139644505548463,0.947913188647746
"617","TMAS",0.140120827862991,0.972818000362911
"618","TMAS",0.126297577854671,0.983006535947712
"619","TMAS",0.130976715010328,0.987718330575473
"62","UPAR",0.28874269005848,0.883333333333333
"620","TMAS",0.119531696173615,0.963754045307443
"621","TMAS",0.136335411143751,0.968493706861551
"622","TMAS",0.142012889071713,0.964475524475524
"623","TMAS",0.133498854087089,0.996103896103896
"624","TMAS",0.184426847662142,0.781794871794872
"625","TMAS",0.128560858305586,1
"626","HPIC",0.15625,0.625
"627","HPIC",0.0535714285714286,0.792857142857143
"628","HPIC",0.0931712962962963,0.703703703703704
"629","HPIC",0.108695652173913,0.665217391304348
"63","UPAR",0.270683811802233,0.914015151515152
"630","HPIC",0.0896739130434783,0.695652173913044
"631","HPIC",0.15625,0.625
"632","HPIC",0.114583333333333,0.666666666666667
"633","HPIC",0.12797619047619,0.666666666666667
"634","HPIC",0,0.65
"635","HPIC",0.0625,0.8
"636","HPIC",0,0.725
"637","HPIC",0.15625,0.625
"638","HPIC",0.0568181818181818,0.681818181818182
"639","HPIC",0,0.68
"64","UPAR",0.320175438596491,0.845333333333333
"640","HPIC",0.0446428571428571,0.771428571428571
"641","HPIC",0,0.733333333333333
"642","HPIC",0.0325497287522604,0.6
"643","HPIC",0.0455696202531646,0.546666666666667
"644","0",0,0
"645","HPIC",0,0.733333333333333
"646","HPIC",0.108499095840868,0.367619047619048
"647","HPIC",0,0.733333333333333
"648","HPIC",0,0.733333333333333
"649","HPIC",0,0.733333333333333
"65","UPAR",0.262740183792815,0.923809523809524
"650","HPIC",0.105485232067511,0.377777777777778
"651","HPIC",0,0.733333333333333
"652","HPIC",0,0.733333333333333
"653","HPIC",0,0.733333333333333
"654","0",0,0
"655","0",0,0
"656","HPIC",0,0.75
"657","HPIC",0.0357142857142857,0.705555555555555
"658","HPIC",0.046875,0.691666666666667
"659","HPIC",0,0.75
"66","UPAR",0.260162601626016,0.923577235772358
"660","HPIC",0.0465225563909775,0.692105263157895
"661","HPIC",0.0401785714285714,0.7
"662","HPIC",0.0803571428571429,0.65
"663","HPIC",0.0714285714285714,0.661111111111111
"664","HPIC",0.0401785714285714,0.7
"665","HPIC",0,0.15
"666","HPIC",0.0146103896103896,0.731818181818182
"667","HPIC",0,0.75
"668","HPIC",0,0.75
"669","HPIC",0.0567226890756303,0.679411764705882
"67","UPAR",0.429824561403509,0.733333333333333
"670","HPIC",0.0178571428571429,0.727777777777778
"671","HPIC",0,0.35
"672","HPIC",0.0178571428571429,0.727777777777778
"673","HPIC",0.0438311688311688,0.695454545454545
"674","HPIC",0.032967032967033,0.708974358974359
"675","HPIC",0,0.208823529411765
"676","HPIC",0.0150829562594268,0.707692307692308
"677","HPIC",0,0.666666666666667
"678","HPIC",0.0501089324618736,0.666666666666667
"679","HPIC",0.0311942959001783,0.761363636363636
"68","UPAR",0.254385964912281,0.933333333333333
"680","HPIC",0.112745098039216,0.65
"681","HPIC",0,0.65
"682","HPIC",0.0610021786492375,0.688888888888889
"683","HPIC",0.0140056022408964,0.728571428571429
"684","HPIC",0.112745098039216,0.65
"685","HPIC",0.125490196078431,0.62
"686","HPIC",0.00434782608695652,0.5
"687","0",0,0
"688","HPIC",0.0456730769230769,0.788461538461539
"689","HPIC",0.0375,0.77
"69","UPAR",0.257262007477711,0.930054644808743
"690","HPIC",0,0.757142857142857
"691","HPIC",0.03125,0.8
"692","HPIC",0.075,0.8
"7","UPAR",0.118601747815231,0.930253849354973
"70","UPAR",0.326510721247563,0.822222222222222
"71","UPAR",0.277777777777778,0.906666666666667
"72","UPAR",0.316423589093215,0.845381526104418
"73","UPAR",0.254385964912281,0.933333333333333
"74","UPAR",0.271308583072412,0.912936732766761
"75","UPAR",0.254385964912281,0.933333333333333
"76","ROFF",0.370122950167804,0.971592626171049
"77","ROFF",0.375092261397831,0.983387270765911
"78","ROFF",0.263768115942029,0.810305958132045
"79","ROFF",0.319816544549471,0.893304994686504
"8","UPAR",0.111889376675052,0.935353535353535
"80","ROFF",0.328241294524189,0.899558080808081
"81","ROFF",0.237031079703266,0.799265197060788
"82","ROFF",0.373516720604099,0.967206040992449
"83","ROFF",0.364054240404505,0.978748180494905
"84","ROFF",0.378436063420584,0.979946524064171
"85","ROFF",0.303599908863067,0.866048237476809
"86","ROFF",0.302687214865917,0.877026074700493
"87","ROFF",0.338944620035729,0.971105308964317
"88","ROFF",0.304606589940712,0.838432728320369
"89","ROFF",0.277978410593413,0.943757030371204
"9","UPAR",0.316845799517438,0.956028368794326
"90","ROFF",0.29484320318397,0.828596262494568
"91","ROFF",0.289957655006271,0.958581380620646
"92","ROFF",0.354281101235061,0.972722127900396
"93","ROFF",0.296159346656129,0.956468330134357
"94","ROFF",0.339521925907022,0.986261749819234
"95","ROFF",0.230591803445815,0.92576545349509
"96","ROFF",0.326416697002791,0.965756582938964
"97","ROFF",0.260985360555536,0.939343940286781
"98","ROFF",0.309026500084693,0.967510674213087
"99","ROFF",0.331816394179448,0.971117478510029
"X","UPAR",0.34586265253407,0.809466019417476
"Y","SGEN",0.388701540453773,0.94500866980431
"Z","0",0,0
